PI7,ID,KST_Number,S19_1,S19_3,S19_4,S20_1,S20_3,S20_12,S20_13,S20_14,S20_15,S20_16,S20_18,S20_1_1,S20_1_2,S20_1_3,S20_2_1,S20_2_2,S20_2_3,S20_2_4,S20_2_5,S20_2_5_4,S20_2_5_0,S20_2_5_1,S20_2_5_2,S20_2_5_3,S20_2_5_97,S20_2_5_98,S20_3_1,S20_3_2,S20_3_3,S20_3_4,S20_3_5,S20_3_6,S20_3_6_0,S20_3_6_1,S20_3_6_2,S20_3_6_3,S20_3_6_4,S20_3_6_5,S20_3_6_6,S20_3_6_7,S20_3_6_8,S20_3_6_9,S20_3_6_97,S20_3_6_98,S20_3_7,S20_3_8,S20_3_9,S20_4_1,S20_4_2,S20_4_3,S20_4_3_1,S20_4_3_2,S20_4_3_3,S20_4_3_4,S20_4_3_5,S20_4_3_6,S20_4_3_7,S20_4_3_8,S20_4_3_97,S20_4_3_98,S20_4_5,S20_5_1,S20_5_2,S20_5_3,S20_5_4,S20_5_5,Additional_Record_Flag,KST_ID
63A92AFB-6BED-4B41-9D76-42B3E8008C29,213,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,213074
63A92AFB-6BED-4B41-9D76-42B3E8008C29,213,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,213073
63A92AFB-6BED-4B41-9D76-42B3E8008C29,213,32,Maternal Aunt,Yes,20,No,,Yes,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,Don't Know,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,213032
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,7073
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,72,Maternal Grandmother,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,7072
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,7075
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,12,Sibling (Sister),Yes,15,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 3 4 5 7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Satisfied,,Agree,Don't Agree,Agree,Yes,No,7012
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,14,Sibling (Brother),Yes,8,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Agree,No,No,7014
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,242,Maternal Uncle,Yes,28,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,5000-7499,Average,1-3 Times In A Month,Not At All,1-3 Times In A Month,2-3 Times A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,7242
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,232,Maternal Aunt,Yes,19,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,10 Or More Hours,1 2 3 4 5 6 7 8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,7232
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,7074
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,33,Maternal Aunt,Yes,17,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,10 Or More Hours,1 2 3 4 5 6 7 8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,7033
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,1,Biological Father,Yes,Don't Know,No,,Yes,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,0,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Know,No,No,7001
EAF2640F-FFE0-4EAC-89B1-206EB2B10AE6,7,13,Sibling (Sister),Yes,10,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 2 3 4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,7013
82F95879-E307-419F-8125-CAB016824C76,21,42,Maternal Uncle,Yes,22,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,Daily,Not At All,Daily,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,21042
82F95879-E307-419F-8125-CAB016824C76,21,1,Biological Father,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,21001
82F95879-E307-419F-8125-CAB016824C76,21,2,Sibling (Brother),Yes,16,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,5-9 Hours,1 2 3 4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,21002
82F95879-E307-419F-8125-CAB016824C76,21,75, Paternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,21075
82F95879-E307-419F-8125-CAB016824C76,21,72,Maternal Grandmother,Yes,60,Yes,,No,,,,, ,Employed Part Time,2500-4999,Poor,,,,, ,,,,,,,,Yes,Yes,1000-1999 Kshs,Less Than Half Of All Expenses,Regularly Every Month,1 2,No,Yes,Yes,No,No,No,No,No,No,No,No,No, ,1000-1999 Kshs,Satisfied,Yes,3-5 Hours,1,Yes,No,No,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,21072
82F95879-E307-419F-8125-CAB016824C76,21,33,Maternal Aunt,Yes,30,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,5000-7499,Poor,Daily,Somewhat,Daily,2-3 Times A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,21033
82F95879-E307-419F-8125-CAB016824C76,21,74,Paternal Grandmother,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,21074
82F95879-E307-419F-8125-CAB016824C76,21,32,Maternal Aunt,Yes,38,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,5000-7499,Poor,2-3 Times A Week,Not At All,Once A Week,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,21032
82F95879-E307-419F-8125-CAB016824C76,21,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,21073
82F95879-E307-419F-8125-CAB016824C76,21,135,Maternal Aunt,Yes,25,No,,Yes,No,,,, ,Not Employed And Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,21135
82F95879-E307-419F-8125-CAB016824C76,21,3,Sibling (Brother),Yes,10,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,21003
82F95879-E307-419F-8125-CAB016824C76,21,134,Maternal Aunt,Yes,20,No,,Yes,No,,,, ,Not Employed And Looking For Work,,Poor,Not In The last Month,Somewhat,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,21134
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,52,Paternal Aunt,Yes,98,No,,Don't Know,Yes,1<3 Hours,Matatu,100-249 KSH, ,Employed Part Time,Don't Know,Average,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Don't Know,Don't Know,No,437052
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,112,Sibling (Sister),Yes,17,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1 2 3 4 7,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,437112
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,32,Maternal Aunt,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,437032
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,437075
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,62,Paternal Uncle,Yes,Don't Know,No,,Don't Know,No,,,, ,Don't Know,,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Don't Know,,No,437062
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,63,Paternal Uncle,Yes,98,No,,No,No,,,, ,Don't Know,,Average,1-3 Times In A Month,Not At All,1-3 Times In A Month,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Don't Know,Yes,No,437063
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,14,Sibling (Brother),Yes,11,Yes,,No,,,,, ,,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,437014
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,43,Maternal Uncle,Yes,47,No,,No,No,,,, ,Not Employed And Not Looking For Work,,Poor,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,437043
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,113,Sibling (Sister),Yes,19,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,437113
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,53,Paternal Aunt,Yes,98,No,,No,Yes,1<3 Hours,Matatu,100-249 KSH, ,Don't Know,,Average,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,4 0,Yes,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Don't Know,Yes,No,437053
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,42,Maternal Uncle,Yes,49,Yes,,No,,,,, ,Employed Part Time,Don't Know,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,No,No,437042
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,1,Biological Father,Yes,44,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Part Time,Don't Know,Average,2-3 Times A Week,Not At All,2-3 Times A Week,2-3 Times A Week,0,No,Yes,No,No,No,No,No,Yes,Yes,2000 Kshs Or More,Less Than Half Of All Expenses,Regularly Every Month,1 4,No,Yes,No,No,Yes,No,No,No,No,No,No,No, ,2000 Kshs Or More,Not Satisfied,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,437001
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,72,Maternal Grandmother,Yes,70,No,,No,Yes,1<3 Hours,Matatu,500-999 KSH, ,Not Employed And Not Looking For Work,,Average,1-3 Times In A Month,Somewhat,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,437072
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,73,Maternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,437073
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,3,Sibling (Brother),Yes,8,Yes,,No,,,,, ,,,Average,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Agree,Agree,Yes,No,437003
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,2,Sibling (Brother),Yes,4,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,437002
E5382E61-F03E-4F6C-83B0-7050ABBEB844,437,74,Paternal Grandmother,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,437074
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,1,Biological Father,Yes,24,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,2-3 Times A Week,Not At All,2-3 Times A Week,2-3 Times A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,No,No,20001
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,52,Paternal Aunt,Yes,98,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Very Poor,Daily,Not At All,2-3 Times A Week,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Agree,Yes,No,20052
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,72,Maternal Grandmother,Yes,41,Yes,Yes,,,,,, ,Not Employed And Looking For Work,,Average,,,,,           .,,,,,,,,Yes,Yes,2000 Kshs Or More,More Than Half Of All Expenses,Regularly Every Month,           .,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,           .,2000 Kshs Or More,Satisfied,Yes,5-9 Hours,           .,Yes,Yes,Yes,No,No,No,No,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,Yes,20072
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,43,Maternal Uncle,Yes,8,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Don't Agree,Somewhat Agree,Yes,No,20043
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,73,Maternal Grandfather,Don't Know,,,,,,,,, ,,,,,,,,           .,,,,,,,,,,,,,           .,,,,,,,,,,,,,           .,,,,,           .,,,,,,,,,,,,,,,,,Yes,20073
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,66,Paternal Uncle,Yes,8,No,,No,Don't Know,,,, ,,,Don't Know,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Know,Don't Agree,Don't Know,Don't Know,No,20066
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,75, Paternal Grandfather,No,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,20075
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,32,Maternal Aunt,Yes,19,Yes,,No,,,,, ,Not Employed And Not Looking For Work,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,Yes,1-2 hours,4,No,No,No,Yes,No,No,No,No,No,No,Satisfied,Don't Agree,Agree,Agree,Somewhat Agree,Yes,No,20032
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,163,Paternal Uncle,Yes,10,No,,No,No,,,, ,,,Poor,Not In The last Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Agree,Don't Agree,Don't Agree,Yes,No,20163
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,42,Maternal Uncle,Yes,11,Yes,,No,,,,, ,,,Poor,,,,, ,,,,,,,,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,Yes,No,20042
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,44,Maternal Uncle,Yes,3,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,20044
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,74,Paternal Grandmother,Yes,98,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Somewhat Agree,Don't Agree,Somewhat Agree,Yes,No,20074
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,162,Paternal Uncle,Yes,17,No,,Don't Know,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Very Poor,1-3 Times In A Month,0,Once A Week,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Agree,Don't Agree,Don't Know,Yes,No,20162
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,33,Maternal Aunt,Yes,1,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,20033
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,62,Paternal Uncle,Yes,20,No,,Don't Know,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Very Poor,Once A Week,Not At All,Once A Week,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,Yes,3-5 Hours,1,Yes,No,No,No,No,No,No,No,No,No,Satisfied,Don't Agree,Don't Know,Don't Agree,Don't Agree,No,No,20062
FD3DAF4B-5A7E-49D1-AD84-69FA04E4FC58,20,64,Paternal Uncle,Yes,15,No,,No,No,,,, ,Not Employed And Not Looking For Work,,Don't Know,1-3 Times In A Month,0,Not In The last Month,Not In The last Month,4,Yes,No,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Agree,Don't Know,Don't Know,Don't Know,Don't Know,No,20064
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,1,Biological Father,Yes,31,Yes,,No,,,,, ,Employed Full Time,5000-7499,Poor,,,,, ,,,,,,,,Yes,Yes,2000 Kshs Or More,More Than Half Of All Expenses,Regularly Every Month,1 2 3 5 6 7,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No, ,2000 Kshs Or More,Satisfied,Yes,3-5 Hours,1 2 4 5 6 7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Satisfied,Agree,Agree,Agree,Agree,Yes,No,58001
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,75, Paternal Grandfather,Yes,60,No,,Don't Know,No,,,, ,Employed Full Time,Don't Know,Average,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Somewhat Agree,Don't Know,Somewhat Agree,No,No,58075
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,72,Maternal Grandmother,Yes,50,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,Don't Know,Average,Once A Week,Somewhat,Once A Week,Once A Week,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,Yes,No,58072
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,142,Maternal Uncle,Yes,26,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Somewhat Agree,Agree,No,No,58142
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,143,Maternal Uncle,Yes,18,No,,No,No,,,, ,Not Employed And Not Looking For Work,,Don't Know,Not In The last Month,Not At All,Not In The last Month,Not In The last Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Agree,Don't Know,Agree,No,No,58143
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,132,Maternal Aunt,Yes,23,No,,Don't Know,No,,,, ,Employed Full Time,5000-7499,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,58132
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,133,Maternal Aunt,Yes,29,No,,Don't Know,No,,,, ,Employed Full Time,2500-4999,Average,Not In The last Month,Not At All,Not In The last Month,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Somewhat Agree,Agree,Somewhat Agree,Agree,No,No,58133
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,62,Paternal Uncle,Yes,Don't Know,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Looking For Work,,Poor,Once A Week,Don't Know,Once A Week,Not In The last Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Somewhat Agree,Don't Know,Somewhat Agree,No,No,58062
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,2,Sibling (Brother),Yes,6,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,58002
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,53,Paternal Aunt,Yes,18,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Poor,Once A Week,Somewhat,Once A Week,2-3 Times A Week,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,58053
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,54,Paternal Aunt,Yes,13,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Not Employed And Not Looking For Work,,Poor,Once A Week,Don't Know,Once A Week,1-3 Times In A Month,1,No,No,Yes,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Agree,Don't Know,Agree,No,No,58054
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,73,Maternal Grandfather,Yes,65,No,,Don't Know,No,,,, ,Don't Know,,Average,Not In The last Month,Somewhat,Not In The last Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,58073
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,74,Paternal Grandmother,Yes,51,No,,No,Yes,< 1 Hour,Walk,0-49 KSH, ,Employed Full Time,5000-7499,Average,1-3 Times In A Month,Not At All,1-3 Times In A Month,1-3 Times In A Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Agree,Agree,Agree,Agree,No,No,58074
06BE13E4-6385-42E5-9A8B-C2F5B65AAB90,58,52,Paternal Aunt,Yes,Don't Know,No,,No,No,,,, ,Employed Full Time,7500-9999,Average,Not In The last Month,Don't Know,Not In The last Month,Not In The last Month,0,No,Yes,No,No,No,No,No,No,,,,, ,,,,,,,,,,,,, ,,,No,, ,,,,,,,,,,,,Don't Know,Somewhat Agree,Don't Know,Somewhat Agree,No,No,58052
51F1E761-C860-48FE-8C8C-965C5D2D4848,36,1,Biological Father,Don't Know,,,,,,,,, ,,,,,,,, ,,,,,,,,,,,,, ,,,,,,,,,,,,, ,,,,, ,,,,,,,,,,,,,,,,,No,36001
